200.000	6461.000	10.000	646.100	0.000
250.000	8762.000	10.000	876.200	0.000
300.000	10744.000	10.000	1074.400	0.000
350.000	9506.000	10.000	950.600	0.000
400.000	7811.000	10.000	781.100	0.000
450.000	6859.000	10.000	685.900	0.000
500.000	6208.000	10.000	620.800	0.000
550.000	5791.000	10.000	579.100	0.000
600.000	5582.000	10.000	558.200	0.000
650.000	5427.000	10.000	542.700	0.000
700.000	5370.000	10.000	537.000	0.000
750.000	5158.000	10.000	515.800	0.000
800.000	5236.000	10.000	523.600	0.000
850.000	5192.000	10.000	519.200	0.000
900.000	4938.000	10.000	493.800	0.000
950.000	5068.000	10.000	506.800	0.000
1000.000	4965.000	10.000	496.500	0.000
1200.000	4793.000	10.000	479.300	0.000
1400.000	4906.000	10.000	490.600	0.000
1600.000	4663.000	10.000	466.300	0.000
1800.000	4458.000	10.000	445.800	0.000
2000.000	3909.000	10.000	390.900	0.000
2200.000	3548.000	10.000	354.800	0.000
2400.000	2909.000	10.000	290.900	0.000
2600.000	2490.000	10.000	249.000	0.000
2800.000	1886.000	10.000	188.600	0.000
3000.000	1582.000	10.000	158.200	0.000
3200.000	1231.000	10.000	123.100	0.000
3400.000	957.000	10.000	95.700	0.000
3600.000	771.000	10.000	77.100	0.000
3800.000	692.000	10.000	69.200	0.000
4000.000	567.000	10.000	56.700	0.000
4200.000	483.000	10.000	48.300	0.000
4400.000	408.000	10.000	40.800	0.000
4600.000	378.000	10.000	37.800	0.000
4800.000	307.000	10.000	30.700	0.000
5000.000	287.000	10.000	28.700	0.000
5200.000	280.000	10.000	28.000	0.000
5400.000	288.000	10.000	28.800	0.000
5600.000	255.000	10.000	25.500	0.000
5800.000	230.000	10.000	23.000	0.000
6000.000	230.000	10.000	23.000	0.000
6200.000	241.000	10.000	24.100	0.000
6400.000	212.000	10.000	21.200	0.000
6600.000	196.000	10.000	19.600	0.000
6800.000	209.000	10.000	20.900	0.000
7000.000	206.000	10.000	20.600	0.000
7200.000	181.000	10.000	18.100	0.000
7500.000	173.000	10.000	17.300	0.000
7800.000	167.000	10.000	16.700	0.000
8100.000	170.000	10.000	17.000	0.000
8400.000	162.000	10.000	16.200	0.000
8700.000	167.000	10.000	16.700	0.000
9000.000	171.000	10.000	17.100	0.000
9300.000	168.000	10.000	16.800	0.000
9600.000	171.000	10.000	17.100	0.000
9900.000	147.000	10.000	14.700	0.000
10200.000	125.000	10.000	12.500	0.000
10500.000	131.000	10.000	13.100	0.000
10800.000	132.000	10.000	13.200	0.000
11100.000	156.000	10.000	15.600	0.000
11400.000	146.000	10.000	14.600	0.000
11700.000	164.000	10.000	16.400	0.000
12000.000	150.000	10.000	15.000	0.000
12300.000	133.000	10.000	13.300	0.000
12600.000	138.000	10.000	13.800	0.000
12900.000	114.000	10.000	11.400	0.000
13200.000	136.000	10.000	13.600	0.000
13500.000	137.000	10.000	13.700	0.000
13800.000	138.000	10.000	13.800	0.000
14100.000	141.000	10.000	14.100	0.000
14400.000	145.000	10.000	14.500	0.000
14700.000	115.000	10.000	11.500	0.000
15000.000	123.000	10.000	12.300	0.000
15300.000	146.000	10.000	14.600	0.000
15600.000	125.000	10.000	12.500	0.000
15900.000	111.000	10.000	11.100	0.000
16200.000	134.000	10.000	13.400	0.000
16500.000	144.000	10.000	14.400	0.000
16800.000	122.000	10.000	12.200	0.000
16900.000	121.000	10.000	12.100	0.000
17000.000	139.000	10.000	13.900	0.000
